place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Old Bromton	Old Bromton	bydel i Westend, syd for Hyde Park.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	33	1	v18:33 (1869)	high	head-noun+located+place-type	
Oldeslohe	Oldeslohe	holstensk by nordøst for Hamborg.	1837	1837	5	Kun en Spillemand	73	1	v5:73 (1837)	medium	located+place-type	
Olevano	Olevano	by 45 km øst for Rom; har pga. sine maleriske omgivelser været et yndet opholdssted for kunstnere.	1869	1869	13	I Vetturin(ens)(italiensk) hyrekusk.Vetturinens Vogn	555	1	v13:555 (1869)	high	head-noun+located+place-type	
Olmütz	Olmütz	østtjekkisk by nordøst for Brno, hvor H.C. Andersen kort opholdt sig 6. marts 1846.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	322	1	v17:322 (1855)	medium	located+place-type	
Olten	Olten	se kort.	1858	1858	15	Fortællinger og Vers for Større og Mindre	153	1	v15:153 (1858)	high	se-kort	
Olymp	Olymp	bjerg i Lilleasien, ikke det nordgræske Olymp(os).	1842	1842	14	En Digters Bazar	477	1	v14:477 (1842)	high	head-noun+located+place-type	
Olympen	Olympen(s)	(Olimbos) Olympos, Grækenlands højeste bjerg, i antikkens mytologi regnet for gudernes tilholdssted; se kort.	1842	1842	14	En Digters Bazar	423	1	v14:423 (1842)	high	se-kort+place-type	
Oplagssted	Oplagssted	plads, pakhus o.l. til opbevaring af varer.	1854	1854	15	Folkekalender for Danmark	140	1	v15:140 (1854)	high	head-noun+place-type	
Oporto	Oporto	se kort.	1868	1868	15	Et Besøg i Portugal 1866	440	1	v15:440 (1868)	high	se-kort	
Oran	Oran	havneby i Nordvest-Algeriet.	1863	1863	15	I Spanien	341	1	v15:341 (1863)	high	head-noun+located+place-type	
Orehovo	Oreava	Orehovo; se kort.	1842	1842	14	En Digters Bazar	516	1	v14:516 (1842)	high	se-kort	
Orihuela	Orihuela	se kort.	1863	1863	15	I Spanien	258	1	v15:258 (1863)	high	se-kort	
Ornäs	Ørnæs	Ornäs; navn på såvel en gård som byen ved den sydvestlige bred af Runn; se kort 2.	1851	1851	15	I Sverrig	92	1	v15:92 (1851)	high	se-kort+place-type	
Orsova	Orsova | (Gammel-)Orsova	Or¸sova; se kort. ¶ Ors¸ova; rumænsk by på Donaus venstre bred (Ny Orsova lå på Donaus højre, serbiske bred).	1842	1842 1855	14 17	En Digters Bazar	509	2	v14:509 (1842); v17:221 (1855)	high	se-kort+located+place-type	
Oseborg	Slot	Oseborg, sydvest for det nuværende Nørre Vosborg, som formodes at være opført af Niels Bugge og ødelagt i 1532 under en stormflod: jf. Thiele I, 281 ff.	1860	1860	2	En Historie fra Klitterne	312	1	v2:312 (1860)	high	head-noun+place-type	
Otricoli	Atricoli	Otricoli, by ca. 12 km syd for Narni; se kort.	1842	1842	14	En Digters Bazar	291	1	v14:291 (1842)	high	se-kort	geo-3171783
Ottensen	Ottensen	den gang lille by ved Altona, nu del af byen.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	78	1	v14:78 (1831)	high	in-register+located+place-type	geo-2856075
Ottesund	Ottesund	Oddesund.	1865	1865	3	Bispen paa Børglum og hans Frænde	82	1	v3:82 (1865)	high	head-noun+place-type	
Padua	Padua	by på Posletten.	1835	1835	4	Improvisatoren	335	1	v4:335 (1835)	high	head-noun+located+place-type	
Paestum	Paestum	oldtidsby ved kysten, 55 km sydøst for Napoli.	1835	1835	4	Improvisatoren	253	1	v4:253 (1835)	high	head-noun+located+place-type	
Paks	Paks	se kort.	1842	1842	14	En Digters Bazar	550	1	v14:550 (1842)	high	se-kort+split-ellipsis	geo-3046768
Palais Royal	Palais Royal(s)	ved dette palads i Paris, bygget 1629-1634 af kardinal Richelieu, opførtes 1781-1786 en bygning med buegange og talrige butikker, teater og caféer.	1842	1842	14	En Digters Bazar	460	1	v14:460 (1842)	medium	located+place-type	
Palais-Royal	Palais-Royal	Palais-Royal; tidligere kongeslot, opført fra 1632, hvori 1641 indviedes et teater, som blev et af tidens mest berømte.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	111	1	v17:111 (1855)	high	head-noun+place-type	
Palazzo del Doria	Palazzo del Doria	palads i den sydlige ende af corsoen, Roms hovedstrøg.	1835	1835	4	Improvisatoren	138	1	v4:138 (1835)	high	head-noun+place-type	
Palmaille	Palmaille	Palmaille, gade i Altona.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	77	1	v14:77 (1831)	medium	located+place-type	
Palmyra	Palmyra	antik oaseby i Syrien 100 km øst byen Homs.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	200	1	v17:200 (1855)	medium	located+place-type	
Pamplona	Pamplona	se kort.	1863	1863	15	I Spanien	228	1	v15:228 (1863)	high	se-kort	
Pancsova	Panscova	Pancsova, Pancˇevo; se kort.	1842	1842	14	En Digters Bazar	544	1	v14:544 (1842)	high	se-kort	
Pantheon	Pantheon	antikt rundtempel i Rom, senere indrettet til kirke; kirke i Paris, oprindeligt Sainte-Geneviève, bygget 1757-1789, som efter den franske revolution blev omdannet til begravelsessted for betydningsfulde franske personligheder. ¶ Panthéon des Français i Paris, bygget 1757-1789, oprindeligt Sainte-Geneviève, kirke for byens skytshelgeninde Genoveva, fra 1791 begravelsessted for betydningsfulde franske personligheder. ¶ (af græsk pantheion) viet til alle guderne; antikt tempel på Marsmarken i Rom viet til alle guder og oprindelig tænkt som helligdom for kejser Augustus egl. Gajus Julius Caesar Octavian (63 f.Kr.14). Det nuværende kompleks er rejst i 120’erne, men grundlæggelsen fandt allerede sted i 27 f.Kr. I 609 indviet til kirke for Jomfru Maria og martyrer. Her brugt i betydningen helligdom. ¶ (af græsk pantheion) viet til alle guderne; antikt tempel på Marsmarken i Rom viet til alle guder og oprindelig tænkt som helligdom for kejser Augustus – egl. Gajus Julius Caesar Octavian – (63 f.Kr.-14). Det nuværende kompleks er rejst i 120’erne, men grundlæggelsen fandt allerede sted i 27 f.Kr. I 609 indviet til kirke for Jomfru Maria og martyrer. ¶ antikt rundtempel på Marskmarken i Rom, senere indrettet til kirke.	1831	1831 1836 1837 1855 1870	4 5 14 15 17	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	118	5	v14:118 (1831); v4:530 (1836); v5:204 (1837); v17:135 (1855); v15:491 (1870)	high	in-register+located+place-type	geo-6619450
Paris	Paris	H.C. Andersen opholdt sig her 10. maj-15. august. ¶ H.C. Andersen rejste over Folkestone og Amiens og kom 17. juli til Paris, som han forlod den 20. Via Strassburg, Mannheim, Frankfurt og Leipzig ankom han den 26. til Dresden. 27. juli rejste han med familien Serre til pianisten og komponisten Adolf Henselts gods Gersdorf i Schlesien, hvor major Serres Fødselsdag (den 28.) blev fejret. 30.-31. juli fulgtes han med Serres til Maxen, hvor han blev til 30. august. ¶ 21. januar-20. marts.	1846	1846 1869	16 18	Mit eget Eventyr uden Digtning	231	3	v16:231 (1846); v18:196 (1869); v18:267 (1869)	high	in-register	geo-2988507
Parnas	Parnas	(Parnassos) bjergmassiv 110 km nordvest for Athen; se kort. På massivets sydskråning lå oraklet i Delfi; bjerget var helliget Apollon og de ni muser. Ordet bruges også i overført betydning om en udvalgt kreds af kunstnere.	1842	1842	14	En Digters Bazar	395	1	v14:395 (1842)	high	se-kort+located	
Parnes Bjergene	Parnes Bjergene	(Parnitha); se kort.	1842	1842	14	En Digters Bazar	382	1	v14:382 (1842)	high	se-kort	
Paros’s Marmorgrube	Paros’s Marmorgrube	nordsiden af øen Paros, hvor der har været brudt marmor siden oldtiden; se kort.	1842	1842	14	En Digters Bazar	391	1	v14:391 (1842)	high	se-kort+place-type	
Parthenon	Parthenon(s)	parthenonfrisen fra Parthenontemplet på Athens akropolis, opført 477-438. I 1801-1802 fik den engelske Lord Elgin osmannernes tilladelse til at fjerne en del af skulpturerne fra Parthenons ruiner og hjemførte dem til England. Siden 1816 i den engelske stats eje.	1860	1860	15	Berlingske politiske Avertissements-Tidende	176	1	v15:176 (1860)	high	in-register	geo-8354432
Pastor Bastholms Bibliothek	Pastor Bastholms Bibliothek	sognepræst ved St. Peders kirke, Hans Bastholm, var en stor bogsamler; han solgte sit bibliotek med over 5.000 bind til Sorø Akademi i 1847. ¶ sognepræsten ved St. Peders kirke, Hans Bastholm, var en stor bogsamler; han solgte sit bibliotek med over 5.000 bind til Sorø Akademi i 1847.	1846	1846 1855	16 17	Mit eget Eventyr uden Digtning	211	2	v16:211 (1846); v17:61 (1855)	medium	located+place-type	
Patras	Patras	græsk havneby på Peloponnes; se kort. ¶ (Patra); se kort.	1842	1842	14	En Digters Bazar	351	2	v14:351 (1842); v14:393 (1842)	high	se-kort+located+place-type	
Pebling-Søen	Pebling-Søen	sø i København, der blev dannet i middelalderen for at sikre vandstanden i voldgravene.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	94	1	v14:94 (1831)	high	head-noun+located+place-type	
Peblingesøen	Peblingesøen	sø i København, der blev dannet i middelalderen for at sikre vandstanden i voldgravene.	1832	1832	16	Levnedsbog	93	1	v16:93 (1832)	high	head-noun+located+place-type	
Pederwardein	Pederwardein	Petrovaradin på modsat bred i forhold til Novi Sad; se kort.	1842	1842	14	En Digters Bazar	548	1	v14:548 (1842)	high	se-kort	
Pedri	Pedri	Petri Kirke i Skt. Peders Stræde, vistnok tidligst nævnt 1304. Mange om- og tilbygninger; Petri Kirke blev hovedistandsat efter bombardementet 1807, efter hvilket det nuværende barokspir (fra 1756-1757) var bevaret.	1829	1829	10	Kjærlighed paa Nicolai TaarnSankt Nicolai Kirke på Nicolai Plads er første gang nævnt 1261, men er formentlig betydelig ældre. Tårnet opførtes 1582-1591.Ved branden 1795 blev kirken ødelagt og lå hen som ruin; tårnet blev siden indrettet til brug for brandvæsenet, der ejede det 1808-1882. Fra 1820 anvendtes det til brandvagt og signalstation. Den nuværende kirkebygning er opført 1914-1917. Tårnet blev istandsat og fik nyt spir 1908-1910. Om helgenen Sankt Nicolai: se note til s. 87.Nicolai Taarn eller Hvad siger Parterretstå- og siddepladser på teatrets gulv; blev benyttet af bl.a. borgere og studenter og var billigere end logerne, hvor det fine publikum sad. Ofte gav tilskuerne i parterret deres bifald eller mishag stærkt til kende.Parterret	72	1	v10:72 (1829)	medium	located+place-type	
Peesin	Peesin	Pessin. Se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	180	1	v14:180 (1831)	high	se-kort	
Pelasger	Pelasger	folkestamme fra Thessalien (se kort).	1842	1842	14	En Digters Bazar	376	1	v14:376 (1842)	high	se-kort	
Pentelikon	Pentelikon	(Pendeli) bjerg nordøst for Athen; se kort.	1842	1842	14	En Digters Bazar	382	1	v14:382 (1842)	high	se-kort+head-noun+located+place-type	
Pera	Pera	bydel i Istanbul.	1842	1842 1851	14 15	En Digters Bazar	442	3	v14:442 (1842); v14:512 (1842); v15:61 (1851)	high	head-noun+located+place-type	
Perpignan	Perpignan	fransk by nær grænsen til Spanien.	1863	1863	15	I Spanien	220	1	v15:220 (1863)	medium	located+place-type	
Pest	Pest	Pest på den venstre Donaubred blev først slået sammen med Buda på den højre i 1873, hvorved Budapest blev dannet; se kort.	1842	1842	14	En Digters Bazar	509	1	v14:509 (1842)	high	in-register+se-kort	geo-3046446
Pesten	Pesten	København blev i 1711 ramt af en pest, som skal have kostet o. 23.000 menneskeliv.	1865	1865	13	Da Spanierne var her	491	1	v13:491 (1865)	high	head-noun+place-type	
Peterskirken	St. Peter(s)	Peterskirken, San Giovanni in Laterano, San Paolo fuori le Mura, Santa Maria Maggiore, Santa Croce in Gerusalemme, San Lorenzo fuori le Mura og San Sebastiano. ¶ Peterskirken, bygget over apostlen Peters formodede grav. Den nuværende kirke blev påbegyndt i 1500-tallet og erstattede en tidligere kirkebygning fra 300-tallet.	1835	1835 1842	4 14	Improvisatoren	167	2	v4:167 (1835); v14:295 (1842)	high	head-noun+place-type	
Petit Trianon	Petit Trianon	Petit Trianon, lystslot i Versailles’ slotspark, opført 1762-1768; blev et yndet opholdssted for dronning Marie-Antoinette, som fra 1774 etablerede en engelsk-inspireret landskabshave med tilhørende malerisk miniatureby.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	113	1	v17:113 (1855)	medium	located+place-type	
Petri	Petri	Skt. Petri Kirke i Sankt Peders Stræde i København.			7	Hjertesuk af en udtjent Damekjole	53	1	v7:53 ()	medium	located+place-type	
Petri-Taarn	Petri-Taarn	tårnet på Skt. Petri Kirke {B3} i St. Peder-Stræde. Tårnvægterne holdt i byernes kirketårne udkig efter ildebrande, skibes ankomst etc. samt udråbte klokkeslættene for natvægterne, der patruljerede i byens gader.	1829	1829	9	Kjøbenhavns-Posten	473	1	v9:473 (1829)	high	head-noun+located+place-type	
Pfaffenstein	Pfaffenstein	bjerg på 427 m.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	155	1	v14:155 (1831)	high	head-noun+place-type	
Piazza del Popolo	Piazza del Popolo	(italiensk) folkets plads; stor plads i det centrale Rom.	1835	1835	4	Improvisatoren	86	1	v4:86 (1835)	high	in-register+place-type	geo-6954102
Pietramala	Pietra Mala	Pietramala, by mellem Bologna og Firenze; se kort.	1842	1842	14	En Digters Bazar	269	1	v14:269 (1842)	high	se-kort+located+place-type	
Pinieskov	Pinieskov	skoven strakte sig tidligere fra Puerto Real til Puerto de Santa María, se kort.	1863	1863	15	I Spanien	354	1	v15:354 (1863)	high	se-kort+head-noun+located+place-type	
Pirna	Pirna	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	156	2	v14:156 (1831); v14:165 (1831)	high	in-register+se-kort	geo-2853572
Piræus	Piræus	Athens forstad og havneby; se kort. ¶ (Pireas) Athens havneby; se kort.	1842	1842	14	En Digters Bazar	351	2	v14:351 (1842); v14:378 (1842)	high	se-kort	
Pisa	Pisa	by i Toscana vest for Firenze; se kort. ¶ se kort. ¶ 30. maj.	1835	1835 1869 1870	14 15 18	Søndagsblad. Et æsthetisk Ugeskrift	202	3	v14:202 (1835); v18:239 (1869); v15:490 (1870)	high	in-register+se-kort+head-noun+located+place-type	geo-3170647
Pissevache	Pissevache	berømt vandfald ved Trient-floden i den schweiziske kanton Wallis.	1836	1836	4	O. T.	622	1	v4:622 (1836)	medium	located+place-type	
Pladsen	Pladsen	den spanske plads (Piazza di Spagna).	1837	1837	5	Kun en Spillemand	260	1	v5:260 (1837)	high	head-noun+place-type	
Plaine	Plaine(r)	slette.	1840	1840	9	Billedbog uden Billederjf. den tyske komponist Felix Mendelssohn-Bartholdys (1809-1847) klaverstykker <i>Lieder ohne Worte</i>, 1829-1845 (sange uden ord).Billedbog uden Billeder	379	1	v9:379 (1840)	high	head-noun+place-type	
Plavisevita	Plavisovicza	Plavisevita, landsby ca. 20 km fra Orsova.	1842	1842	14	En Digters Bazar	536	1	v14:536 (1842)	medium	located+place-type	
Plaza de Oriente	Plaza de Oriente	plads på østsiden af slottet, anlagt mellem 1816 og 1850.	1863	1863	15	I Spanien	384	1	v15:384 (1863)	high	head-noun+place-type	
Plaza Nueva	Plaza Nueva	Den Nye Plads.	1863	1863	15	I Spanien	302	1	v15:302 (1863)	high	head-noun+place-type	
Poitiers	Poitiers	by i Vestfrankrig.	1864	1864	13	Han er ikke fødtadelig af fødsel.født	440	1	v13:440 (1864)	high	head-noun+located+place-type	
Pompeii	Pompeii	antik, romersk by, der blev ødelagt under vulkanen Vesuvs udbrud 79 e.Kr.; se kort. Udgravningerne i midten af 1700-tallet gav inspiration til den nyklassicistiske pompejanske stil.	1842	1842	14	En Digters Bazar	245	1	v14:245 (1842)	high	in-register+se-kort+place-type	geo-3170336
Pompeij	Pompeij	romersk by i Napolibugten ødelagt ved vulkanen Vesuvs udbrud 79 e.Kr.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	314	1	v18:314 (1869)	medium	located+place-type	
Pompeji	Pompeji | Pompeji(s)	antik havneby ved Napolibugten, som blev begravet af aske og pimpsten under Vesuvs udbrud i 79 e.Kr. De første spredte udgravninger af byen påbegyndtes i 1748, men en systematisk udgravning tog først fart i 1861 under ledelse af den italienske arkæolog Giuseppe Fiorelli (1823-1896). ¶ antik romersk by, begravet ved Vesuvs udbrud i 79 e.Kr. ¶ den romerske by syd for Napoli, der blev ødelagt og begravet i aske ved Vesuvs udbrud 79. e.Kr. ¶ antik havneby ved Napolibugten, som blev begravet af aske og pimpsten under Vesuvs udbrud i 79 e.Kr.; de første spredte udgravninger af byen påbegyndtes i 1748, men en systematisk udgravning tog først fart i 1861. ¶ oldtidsby ved Napolibugten, som blev begravet af aske og pimpsten under Vesuvs udbrud i 79 e.Kr.; de første spredte udgravninger af byen påbegyndtes i 1748, men en systematisk udgravning tog først fart i 1861. ¶ antik romersk by, begravet ved Vesuvs udbrud 79 e.Kr., genfundet 1748 og siden udgravet.	1840	1840 1846 1855 1860 1868 1869	9 15 16 17 18	Billedbog uden Billederjf. den tyske komponist Felix Mendelssohn-Bartholdys (1809-1847) klaverstykker <i>Lieder ohne Worte</i>, 1829-1845 (sange uden ord).Billedbog uden Billeder	375	7	v9:375 (1840); v16:213 (1846); v17:66 (1855); v17:153 (1855); v15:187 (1860); v15:456 (1868); v18:218 (1869)	high	located+place-type+head-noun	
Porphyr-Værket	Porphyr-Værket	Elfdals Porfyrverk i Älvdalen (se kort 2), grundlagt 1788.	1851	1851	15	I Sverrig	97	1	v15:97 (1851)	high	se-kort+place-type	
Porta Westfalica	Porta Westfalica	Porta Westfalica, lille by lidt vest for Hannover.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	296	1	v18:296 (1869)	medium	located+place-type	
Portici	Portici	italiensk by ved foden af Vesuv, sydøst for Napoli. ¶ La muette de Portici, opera, 1828, af D.F.E. Auber; tekst af E. Scribe og G. Delavigne; dansk Den Stumme i Portici, oversat af J.L. Heiberg; opført på Det Kongelige Teater 1830. ¶ Portici og Sorrento på kysten syd for Napoli; se kort. ¶ østlig forstad til Napoli.	1835	1835 1836 1842 1855	7 11 14 17	Søndagsblad. Et æsthetisk Ugeskrift	195	5	v14:195 (1835); v7:496 (1836); v11:208 (1836); v14:347 (1842); v17:152 (1855)	high	in-register+place-type+se-kort+located+split-ellipsis	geo-3170116
Portile de Fier	Jern Port	Portile de Fier, Donaus gen-‚ nembrudsdal mellem De Transsylvanske Alper og De Østserbiske Bjerge; den er 117 km lang og 120 m på det smalleste sted.	1842	1842	14	En Digters Bazar	522	1	v14:522 (1842)	medium	located+place-type	
Prado	Prado(ens)	promenade, som da lå i udkanten af byen mod en række offentlige haver.	1863	1863	15	I Spanien	379	1	v15:379 (1863)	high	head-noun+place-type	
Pressburg	Presburg	Pressburg; tysk navn for nuværende Bratislava; se kort.	1842	1842	14	En Digters Bazar	560	1	v14:560 (1842)	high	se-kort	
Preussen	Preussen	tidligere hertugdømme og kongerige i det nuværende Tyskland, Polen, Litauen og Hviderusland.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	90	1	v14:90 (1831)	high	head-noun+place-type	
